,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
702,"Jeff: Jeff is the first ecosystem offering daily services to users in +40 countries through an omnichannel value proposition., Automation",5,5_media_news_radio_digital,"['media', 'news', 'radio', 'digital', 'martech', 'transformation', 'automation', 'is', 'channel', 'of']","['France 24: France 24 is an international news and current affairs television channel that offers a French perspective on world events., Digital Transformation, New Mobility', 'Bonnier: Bonnier is a media group working in TV, daily newspapers, business and trade press, magazines, film, books, radio and digital media., Digital Transformation, Automation', 'ProSiebenSat.1 Media SE: ProSiebenSat.1 Media SE is a mass media company operating television, radio stations and print businesses., Digitalization, MarTech, Automation']",media - news - radio - digital - martech - transformation - automation - is - channel - of,0.845795606149828,False
703,"Kaspersky Lab: Kaspersky Lab is a vendor of endpoint protection solutions for consumers, SMBs and enterprises., Automation, Smart Supply Chain",9,9_security_cybersecurity_solutions_control,"['security', 'cybersecurity', 'solutions', 'control', 'cloud', 'that', 'sophos', 'scalefocus', 'safegate', 'radware']","['Radware: Radware provides application delivery and security solutions for virtual and cloud data centers., Cybersecurity', 'ESET: ESET is an information technology security company that develops security software solutions., Other, Digital Transformation', 'Bitdefender: Bitdefender is a global security technology company that provides advanced threat protection to both business and consumer customers., Cybersecurity, Safety, Automation']",security - cybersecurity - solutions - control - cloud - that - sophos - scalefocus - safegate - radware,0.9727557433891181,False
704,"Kerry Group: The most innovative portfolio of Taste & Nutrition technologies and  Ingredients & Actives for the global food, and beverage industries., Other",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,0.8226102198926517,False
705,"Kinnarps: Kinnarps is a workspace solutions company., Other",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
706,"knauf: Manufacturing of building materials, MarkTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
707,"Krones: Krones – we do more., Cybersecurity",9,9_security_cybersecurity_solutions_control,"['security', 'cybersecurity', 'solutions', 'control', 'cloud', 'that', 'sophos', 'scalefocus', 'safegate', 'radware']","['Radware: Radware provides application delivery and security solutions for virtual and cloud data centers., Cybersecurity', 'ESET: ESET is an information technology security company that develops security software solutions., Other, Digital Transformation', 'Bitdefender: Bitdefender is a global security technology company that provides advanced threat protection to both business and consumer customers., Cybersecurity, Safety, Automation']",security - cybersecurity - solutions - control - cloud - that - sophos - scalefocus - safegate - radware,1.0,False
708,"Kuka: Manufacturer of robotic systems, Industry 4.0",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,0.6275480370301771,False
709,"La Redoute: La Redoute is an e-commerce website that offers clothing and accessories for women, men, and children, home appliances, and more., MarTech",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
710,"Lamoda: Lamoda is the largest Russian online store of clothes, shoes, accessories and beauty merchandise; offering express delivery., Automation",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
711,"LANXESS: LANXESS is a specialty chemicals company., Other",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
712,"Leaseweb: Leaseweb is a cloud hosting provider offering advanced infrastructure solutions for a global market., Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
713,"Wix.com: Wix.com is a free website creation service that has been voted by over 160 million people worldwide., MarTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
714,"LEDVANCE: A worldwide leader in innovative lighting products as well as intelligent and connected lighting solutions (Smart Home)., Security",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
715,"LEG Immobilien: LEG Immobilien is a real estate company that focuses on the acquisition, sale, and leasing of real estate properties., PropTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
716,"Leroy Merlin: Leroy Merlin offers products and solutions for DIY, decoration, constr,uction and gardening., Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
717,"Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.

The company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.

Lesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.

The company was awarded as fastest growing tech-company in Europe in 2016., Digitalization",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,True
718,"lifebrain: lifebrain is a holding company based in Austria that makes investments in the laboratory diagnostics sector., HealthTech",2,2_healthtech_health_and_medical,"['healthtech', 'health', 'and', 'medical', 'healthcare', 'digital', 'transformation', 'in', 'the', 'pharmaceutical']","['Novo Nordisk: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care., HealthTech, Health Care', 'University Medical Center Groningen: University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education., HealthTech, Automation', 'Fresenius Medical Care: Fresenius Medical Care is a healthcare company that provides dialysis treatment for those with chronic kidney diseases., Digital Transformation, Future of Work, Automation']",healthtech - health - and - medical - healthcare - digital - transformation - in - the - pharmaceutical,0.8769171607727051,False
719,"Linney: Linney is a marketing agency that specializes in making marketing work & combining traditional market research., MarTech",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
720,"Macmillan: Macmillan Publishers Ltd is one of the largest and best known international publishing groups in the world., MarTech, Digital Transformation",5,5_media_news_radio_digital,"['media', 'news', 'radio', 'digital', 'martech', 'transformation', 'automation', 'is', 'channel', 'of']","['France 24: France 24 is an international news and current affairs television channel that offers a French perspective on world events., Digital Transformation, New Mobility', 'Bonnier: Bonnier is a media group working in TV, daily newspapers, business and trade press, magazines, film, books, radio and digital media., Digital Transformation, Automation', 'ProSiebenSat.1 Media SE: ProSiebenSat.1 Media SE is a mass media company operating television, radio stations and print businesses., Digitalization, MarTech, Automation']",media - news - radio - digital - martech - transformation - automation - is - channel - of,1.0,False
721,"Marazzi Group: Marazzi Group is a manufacturer and marketer of ceramic tile., MarkTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
722,"Marley Spoon: Home delivery of recipes and ingredients to encourage home cooking, Digitalization",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
723,"materialise: Bringing great ideas to life, Industry 4.0, CleanTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
724,"Menzis: Menzis is an Insurance Agency that provides various types of Insurances., HealthTech",7,7_insurance_insurtech_group_and,"['insurance', 'insurtech', 'group', 'and', 'direct', 'transformation', 'life', 'services', 'digital', 'fintech']","['Achmea: Achmea is an insurance company that provides its clients with health, life, and non-life insurance services., Digital Transformation, HealthTech, InsurTech', ""Lloyd's: Lloyd’s is the world’s specialist insurance market., InsurTech, FinTech, Digital Transformation"", 'Zurich Insurance Group: The Zurich Insurance Group is a multi-line insurance provider that delivers general insurance and life insurance products and services., Digital Transformation, Automation, InsurTech']",insurance - insurtech - group - and - direct - transformation - life - services - digital - fintech,0.8539878240220035,False
725,"mindmaze: Builds novel interfaces for neurorehabilitation, game training and 3D imaging in real time, HealthTech, Digital Transformation",2,2_healthtech_health_and_medical,"['healthtech', 'health', 'and', 'medical', 'healthcare', 'digital', 'transformation', 'in', 'the', 'pharmaceutical']","['Novo Nordisk: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care., HealthTech, Health Care', 'University Medical Center Groningen: University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education., HealthTech, Automation', 'Fresenius Medical Care: Fresenius Medical Care is a healthcare company that provides dialysis treatment for those with chronic kidney diseases., Digital Transformation, Future of Work, Automation']",healthtech - health - and - medical - healthcare - digital - transformation - in - the - pharmaceutical,0.5527768204792104,False
726,"mister spex: Top brands of glasses, sunglasses and contact lenses, Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
727,"mobile.de: Online automotive marketplace, MarTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
728,"Moleskine: Moleskine develops and sells notebooks, diaries, portfolios, purses, writing materials, reading articles, and many other products., MarTech, PropTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
729,"montblanc: Montblanc offers watches, leather, jewelry, eyewear, and fragrance for men and women., Luxury",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
730,"Monzo: Monzo is a digital-only bank platform and marketplace that allows customers to access a range of products and services., Sustainability, Social Good (Economy)",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,0.6507415598615464,False
731,"mymuesli: mymuesli is a producer and distributor of breakfast cereals., Digital Transformation",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,0.7987301505177354,False
732,"Nachi: Nachi is a mechanical and Industrial engineering company located in Birmingham., Smart Grid, Digital Transformation",3,3_energy_gas_and_electricity,"['energy', 'gas', 'and', 'electricity', 'is', 'company', 'transformation', 'water', 'digital', 'the']","['Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other', 'Veolia: Veolia group is the global leader in optimized resource management. With nearly 179,000 employees worldwide, the Group designs and provides water, waste and energy management solutions which contribute to the sustainable development of communities and industries. Through its three complementary business activities, Veolia helps to develop access to resources, preserve available resources, and to replenish them. In 2019, the Veolia group supplied 98 million people with drinking water and 67 million people with wastewater service, produced nearly 45 million megawatt hours of energy and treated 50 million metric tons of waste. Veolia Environnement (listed on Paris Euronext: VIE) recorded consolidated revenue of €27.189 billion in 2019 (USD 29.9 billion)., Digital Transformation, Automation, Smart Supply Chain', 'Equinor: Equinor is an energy company that specializes in providing oil, gas, wind energy, and solar power energy., Other, CleanTech, FinTech']",energy - gas - and - electricity - is - company - transformation - water - digital - the,0.4452507268530665,False
733,"Neue Zurcher Zeitung: The Neue Zürcher Zeitung (NZZ) is a daily newspaper published by the NZZ-Gruppe in Zurich., FinTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
734,"Roland Berger: Home — Roland Berger, MarkTech",5,5_media_news_radio_digital,"['media', 'news', 'radio', 'digital', 'martech', 'transformation', 'automation', 'is', 'channel', 'of']","['France 24: France 24 is an international news and current affairs television channel that offers a French perspective on world events., Digital Transformation, New Mobility', 'Bonnier: Bonnier is a media group working in TV, daily newspapers, business and trade press, magazines, film, books, radio and digital media., Digital Transformation, Automation', 'ProSiebenSat.1 Media SE: ProSiebenSat.1 Media SE is a mass media company operating television, radio stations and print businesses., Digitalization, MarTech, Automation']",media - news - radio - digital - martech - transformation - automation - is - channel - of,0.9696842340424414,False
735,"Norton Rose Fulbright: Norton Rose Fulbright provide the world’s pre-eminent corporations and financial institutions with a full business law service., LegalTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
736,"Oerlikon: Oerlikon is a leading high-tech industrial group specializing in machine and plant engineering., Digital Transformation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
737,"Office Holdings: Office Holdings is the UK’s young fashion footwear retailer, offering a product range that is mid-priced and affordable., MarkTech",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
738,"ONO: Communications and Entertainment, New Mobility",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
739,"ottobock: A medical technology company specializing in prosthetics and technical orthopaedics, Automation",10,10_group_automation_technology_transformation,"['group', 'automation', 'technology', 'transformation', 'savills', 'auchan', 'sandvik', 'gategroup', 'otto', 'cnh']","['Safran: International technology group with three core businesses: aerospace, defense, and security, Automation, Digital Transformation, Future of Work', 'Otto Group: Otto Group is a globally operating retail and services group., Other, Automation, FinTech', 'Bosch: The Bosch Group is a global supplier of technology and services., Other, Digital Transformation, Automation']",group - automation - technology - transformation - savills - auchan - sandvik - gategroup - otto - cnh,0.9095094695249144,False
740,"Heineken Asia Pacific: Heineken is an international beer brand manufacturing company and retailer all over the world., SaaS, Analytics, B2B",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
